Title,Titre,ID
Photograph 10-1 Baseline Landscape of the Proposed Hardisty D Tank Terminal   ,Photo 10-1 Profil de référence du terminal de réservoirs Hardisty D proposé   ,2968150_5
Figure A.2-2 Land-Cover Classes in the CALMET Domain ,Figure A.2-2 Catégories de couverture terrestre dans le domaine CALMET ,2968356_55
FIGURE NO / FIGURE NO.A-3Area of Interest /Secteur d'intérêt,FIGURE NO / FIGURE NO.A-3 Zone d’intérêt / Area of Interest,2968464_39
FIGURE NO / FIGURE NO.A-4Area of Interest /Secteur d'intérêt,FIGURE NO / FIGURE NO A-4 Zone d’intérêt / Area of Interest,2968464_40
FIGURE NO / FIGURE NO.A-5Area of Interest /Secteur d'intérêt,FIGURE NO / FIGURE NO A-5 Zone d’intérêt / Area of Interest,2968464_41
FIGURE NO / FIGURE NO.A-6Area of Interest /Secteur d'intérêt,FIGURE NO / FIGURE NO.A-6 Zone d’intérêt / Area of Interest,2968464_42
FIGURE NO / FIGURE NO.A-7Area of Interest /Secteur d'intérêt,FIGURE NO / FIGURE NO A-7 Zone d’intérêt / Area of Interest,2968464_43
FIGURE NO / FIGURE NO.A-8Area of Interest /Secteur d'intérêt,FIGURE NO / FIGURE NO A-8 Zone d’intérêt / Area of Interest,2968464_44
FIGURE NO / FIGURE NO.A-9Area of Interest /Secteur d'intérêt,FIGURE NO / FIGURE NO.A-9 Zone d’intérêt / Area of Interest,2968464_45
FIGURE NO / FIGURE NO.A-10Area of Interest /Secteur d'intérêt,FIGURE NO / FIGURE NO A-10 Zone d’intérêt / Area of Interest,2968464_46
FIGURE NO / FIGURE NO.A-11Area of Interest /Secteur d'intérêt,FIGURE NO / FIGURE NO A-11 Zone d’intérêt / Area of Interest,2968464_47
FIGURE NO / FIGURE NO.A-12Area of Interest /Secteur d'intérêt,FIGURE NO / FIGURE NO.A-12 Zone d’intérêt / Area of Interest,2968464_48
FIGURE NO / FIGURE NO.A-13Area of Interest /Secteur d'intérêt,FIGURE NO / FIGURE NO A-13 Zone d’intérêt / Area of Interest,2968464_49
FIGURE NO / FIGURE NO.A-14Area of Interest /Secteur d'intérêt,FIGURE NO / FIGURE NO A-14 Zone d’intérêt / Area of Interest,2968464_50
FIGURE 1 SOILS MAP OF THE HARDISTY TERMINAL,FIGURE 1 CARTE DES SOLS DU TERMINAL HARDISTY,2545536_18
FIGURE 2 SOILS MAP OF THE METISKOW STATION,FIGURE 2 CARTE DES SOLS DE LA STATION METISKOW,2545536_21
FIGURE 3 SOILS MAP OF THE CACTUS LAKE STATION,FIGURE 3 CARTE DES SOLS DE LA STATION CACTUS LAKE,2545536_25
FIGURE 4 SOILS MAP OF THE KERROBERT STATION,FIGURE 4 CARTE DES SOLS DE LA STATION KERROBERT,2545536_29
FIGURE 5 SOILS MAP OF THE HERSCHEL STATION,FIGURE 5 CARTE DES SOLS DE LA STATION HERSCHEL,2545536_33
FIGURE 6 SOILS MAP OF THE MILDEN STATION,FIGURE 6 CARTE DES SOLS DE LA STATION MILDEN,2545536_37
FIGURE 7 SOILS MAP OF THE LOREBURN STATION,FIGURE 7 CARTE DES SOLS DE LA STATION LOREBURN,2545536_41
FIGURE 8 SOILS MAP OF THE CRAIK STATION,FIGURE 8 CARTE DES SOLS DE LA STATION CRAIK,2545536_47
FIGURE 9 SOILS MAP OF THE BETHUNE STATION,FIGURE 9 CARTE DES SOLS DE LA STATION BETHUNE,2545866_4
FIGURE 10 SOILS MAP OF THE ROWATT STATION,FIGURE 10 CARTE DES SOLS DE LA STATION ROWATT,2545866_8
FIGURE 11 SOILS MAP OF THE ODESSA STATION,FIGURE 11 CARTE DES SOLS DE LA STATION ODESSA,2545866_12
FIGURE 12 SOILS MAP OF THE GLENAVON STATION,FIGURE 12 CARTE DES SOLS DE LA STATION GLENAVON,2545866_14
FIGURE 13 SOILS MAP OF THE LANGBANK STATION,FIGURE 13 CARTE DES SOLS DE LA STATION LANGBANK,2545866_18
FIGURE 14 SOILS MAP OF THE CROMER TERMINAL,FIGURE 14 CARTE DES SOLS DU TERMINAL CROMER,2545866_21
FIGURE 15 SOILS MAP OF THE WEST SOURIS STATION,FIGURE 15 CARTE DES SOLS DE LA STATION WEST SOURIS,2545866_25
FIGURE 16 SOILS MAP OF THE GLENBORO STATION,FIGURE 16 CARTE DES SOLS DE LA STATION GLENBORO,2545866_28
FIGURE 17 SOILS MAP OF THE ST. LEON STATION,FIGURE 17 CARTE DES SOLS DE LA STATION ST. LEON,2545866_32
FIGURE 18 SOILS MAP OF THE GRETNA STATION,FIGURE 18 CARTE DES SOLS DE LA STATION GRETNA,2545866_36
FIGURE 3 SHEET 1 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 1 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545979_47
FIGURE 3SHEET 2 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 2 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545979_48
FIGURE 3SHEET 3 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 3 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545979_49
FIGURE 3SHEET 4 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 4 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545979_50
FIGURE 3SHEET 6 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 6 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545979_52
FIGURE 3SHEET 7 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 7 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545979_53
FIGURE 3SHEET 8 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 8 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545979_54
FIGURE 3SHEET 9 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 9 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545979_55
FIGURE 3SHEET 10 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 10 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545979_56
FIGURE 3SHEET 11 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 11 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545979_57
FIGURE 3SHEET 12 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 12 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545979_58
FIGURE 3SHEET 13 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 13 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545979_59
FIGURE 3SHEET 14 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 14 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545979_60
FIGURE 3SHEET 18 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 18 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545979_64
FIGURE 3SHEET 19 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 19 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545979_65
FIGURE 3SHEET 20 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 20 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545216_1
FIGURE 3SHEET 21 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 21 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545216_2
FIGURE 3SHEET 22 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 22 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545216_3
FIGURE 3SHEET 23 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 23 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545216_4
FIGURE 3SHEET 24 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 24 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545216_5
FIGURE 3SHEET 25 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 25 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545216_6
FIGURE 3SHEET 26 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 26 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545216_7
FIGURE 3SHEET 27 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 27 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545216_8
FIGURE 3SHEET 28 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 28 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545216_9
FIGURE 3SHEET 29 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 29 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545216_10
FIGURE 3SHEET 30 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 30 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545216_11
FIGURE 3SHEET 31 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 31 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545216_12
FIGURE 3SHEET 32 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 32 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545216_13
FIGURE 3SHEET 33 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 33 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545216_14
FIGURE 3SHEET 34 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 34 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545216_15
FIGURE 3SHEET 35 OF 35RARE PLANT AND RARE ECOLOGICAL ,FIGURE 3 FEUILLE 35 SUR 35 PLANTES RARES ET ESPÈCES ÉCOLOGIQUES RARES ,2545216_16
FIGURE 4-12011 AND 2014 SURVEY LOCATIONS,FIGURE 4 EMPLACEMENTS DES RELEVÉS EN 2011 ET 2014,2758830_30
Figure 7-1A Decision Flowchart for Implementing Caribou Habitat Restoration Measures Associated with Avoiding Disturbance and Re-Vegetation ,Figure 7-1A Diagramme de décision pour la mise en œuvre des mesures de rétablissement de l’habitat du caribou associées avec évitement des perturbations et revégétalisation ,3067092_53
Figure C-7 Comparison of Measured and Predicted Monthly Average Temperature at Pine River Hasler Station (2011–2013) ,Figure C-7 Comparaison des températures moyennes mensuelles mesurées et prévues à la station Pine River Hasler (2011-2013) ,3335553_6
Figure C-13 CALMET Predicted Mean Diurnal Mixing Heights at the Project site (2011–2013) ,Figure C-13 Hauteurs de mélange diurne moyenne prévue par CALMET sur le site du projet (2011-2013) ,3335553_13
Figure C-5  Comparison of Measured and Predicted Monthly Average Temperature at Hudson’s Hope Station (2011-2013) ,Figure C-5 Comparaison des températures moyennes mensuelles mesurées et prévues à la station Hudson’s Hope (2011-2013) ,3334566_117
Figure C-11  CALMET Predicted Mean Diurnal Mixing Heights at the Project site (2011-2013) ,Figure C-11 Hauteurs de mélange diurne moyenne prévue par CALMET sur le site du projet (2011-2013) ,3334566_124
Figure 3-1 Field Survey Transect Selection Process ,Figure 3-1 Processus de sélection du transect pour le relevé sur le terrain ,3340309_6
Figure 7.4.2 Ecologically and Biologically Significant Areas (EBSAs) ,Figure 7.4.2 Zones d’importance écologique et biologique ,3634042_66
Figure 12 Large Pelagics (excludes Bluefin Tuna) ,Figure 12 Gros poissons pélagiques (à l’exclusion du thon rouge de l’Atlantique) ,3634042_187
Figure 1 Migratory Bird Nesting Zones in Canada ,Figure 1 Zones de nidification des oiseaux migrateurs au Canada ,3762513_172
Figure 6. Baseline Case Modeled Night-time Noise Levels (Without ASL) ,Figure 6 Niveaux de bruit de nuit modélisés dans le scénario de référence (sans ASL) ,895021_28
Figure 7. Cumulative Case Modeled Night-time Noise Levels (Without ASL)  ,Figure 7 Niveaux de bruit de nuit modélisés dans le scénario cumulatif (sans ASL)  ,895021_29
Figure E.1  Problem Soil Handling Procedure Decision Chart ,Figure E.1 Tableau de décision sur la méthode de manutention des sols à l’origine de problèmes ,3974307_115
Figure E.1 Problem Soil Handling Procedure Decision Chart ,Figure E.1 Tableau de décision sur la méthode de manutention des sols à l’origine de problèmes ,3974307_233
Figure E.1  Problem Soil Handling Procedure Decision Chart ,Figure E.1 Tableau de décision sur la méthode de manutention des sols à l’origine de problèmes ,3974307_347
Figure 1 Migratory Bird Nesting Zones in Canada ,Figure 1 Zones de nidification des oiseaux migrateurs au Canada ,3969837_215
Figure E‐1  Problem Soil Handling Procedure Decision Chart ,Figure E‐1 Tableau de décision sur la méthode de manutention des sols à l’origine de problèmes ,3970827_83
